Especie,LON,LAT
Ambystoma_altamirani,-99.7703959,19.2167369
Ambystoma_altamirani,-99.7703959,19.2167369
Ambystoma_altamirani,-99.7703959,19.2167369
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-99.325,19.058333
Ambystoma_altamirani,-99.3,19.05
Ambystoma_altamirani,-99.314444,19.054361
Ambystoma_altamirani,-99.315,19.046667
Ambystoma_altamirani,-99.31,19.05
Ambystoma_altamirani,-99.3125,19.3125
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-99.315,19.046667
Ambystoma_altamirani,-99.3101065,19.0506352
Ambystoma_altamirani,-99.3101065,19.0506352
Ambystoma_altamirani,-99.3101065,19.0506352
Ambystoma_altamirani,-99.3101065,19.0506352
Ambystoma_altamirani,-99.3101065,19.0506352
Ambystoma_altamirani,-99.3101065,19.0506352
Ambystoma_altamirani,-99.3101065,19.0506352
Ambystoma_altamirani,-99.3101065,19.0506352
Ambystoma_altamirani,-99.3101065,19.0506352
Ambystoma_altamirani,-99.325,19.058333
Ambystoma_altamirani,-99.325,19.058333
Ambystoma_altamirani,-99.325,19.058333
Ambystoma_altamirani,-99.31,19.31
Ambystoma_altamirani,-99.3201067,19.0506351
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-98.67,19.35
Ambystoma_altamirani,-99.28,19.28
Ambystoma_altamirani,-99.28,19.28
Ambystoma_altamirani,-99.28,19.28
Ambystoma_altamirani,-99.28,19.28
Ambystoma_altamirani,-99.28,19.28
Ambystoma_altamirani,-99.3878873,19.3259
Ambystoma_altamirani,-99.325,19.058333
Ambystoma_altamirani,-99.325,19.058333
Ambystoma_altamirani,-99.325,19.058333
Ambystoma_altamirani,-99.325,19.058333
Ambystoma_altamirani,-99.325,19.058333
Ambystoma_altamirani,-99.31,19.05
Ambystoma_altamirani,-99.325,19.058333
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-99.43,19.42
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-99.225,19.075
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-99.387778,19.325278
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-99.387778,19.325278
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-99.225,19.075
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-99.225,19.075
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-99.225,19.075
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-99.225,19.075
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-99.387778,19.325278
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-99.225,19.075
Ambystoma_altamirani,-99.225,19.075
Ambystoma_altamirani,-99.387778,19.325278
Ambystoma_altamirani,-99.225,19.075
Ambystoma_altamirani,-99.3838872,19.3259
Ambystoma_altamirani,-99.283333,19.261111
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-99.323333,19.065
Ambystoma_altamirani,-99.325,19.058333
Ambystoma_altamirani,-99.366667,19.3
Ambystoma_altamirani,-99.388333,19.305
Ambystoma_altamirani,-99.388333,19.305
Ambystoma_altamirani,-99.388333,19.305
Ambystoma_altamirani,-99.388333,19.305
Ambystoma_altamirani,-99.388333,19.305
Ambystoma_altamirani,-99.388333,19.305
Ambystoma_altamirani,-99.380109,19.3006232
Ambystoma_altamirani,-99.380109,19.3006232
Ambystoma_altamirani,-99.380109,19.3006232
Ambystoma_altamirani,-99.380109,19.3006232
Ambystoma_altamirani,-99.380109,19.3006232
Ambystoma_altamirani,-99.380109,19.3006232
Ambystoma_altamirani,-99.325,19.275
Ambystoma_altamirani,-99.387778,19.325278
Ambystoma_altamirani,-99.225,19.075
Ambystoma_altamirani,-99.373889,19.283889
Ambystoma_altamirani,-99.775,19.125
Ambystoma_altamirani,-99.387222,19.313889
Ambystoma_altamirani,-99.312222,19.051667
Ambystoma_altamirani,-99.325,19.058333
Ambystoma_altamirani,-99.387222,19.313889
Ambystoma_altamirani,-99.31167,19.04944
Ambystoma_altamirani,-99.758333,19.258333
Ambystoma_altamirani,-99.373889,19.283889
Ambystoma_altamirani,-99.175,19.391667
Ambystoma_altamirani,-99.387222,19.313889
Ambystoma_altamirani,-99.325,19.058333
Ambystoma_altamirani,-99.387222,19.313889
Ambystoma_altamirani,-99.325,19.058333
Ambystoma_altamirani,-99.373889,19.283889
Ambystoma_altamirani,-99.373889,19.283889
Ambystoma_altamirani,-99.325,19.058333
Ambystoma_altamirani,-99.373889,19.283889
Ambystoma_altamirani,-99.225,19.341667
Ambystoma_altamirani,-99.325,19.058333
Ambystoma_altamirani,-99.373889,19.283889
